running,trotting,walking,right_turning,left_turning,stepping,jumping,climbing,rearing,hunching,rising,sniffing,grooming,pausing
0.004490823904146373,0.021398544417489212,0.10259449249060168,0.024648604603788957,0.07146428637567362,0.030602418563306727,1.8518861460397416e-05,0.17094761014092855,0.034408044593418396,0.02449119428137558,0.09656660308524231,0.36220115187318286,0.04221374469897591,0.013953962110409453
0.0011852071334654346,0.013861367803107465,0.1239559991851701,0.024880090372043927,0.07793662845608253,0.03413952110224264,0.0,0.11298357376988463,0.03833404322302265,0.015463249319431842,0.09401100020370748,0.39140539639622957,0.06346413822478195,0.00837978481082983
0.00107409396470305,0.017139206281597808,0.12113187281245949,0.01748180521861516,0.07512176151410212,0.032926535676586606,3.703772292079483e-05,0.09538139595177689,0.03349136095112872,0.02572269856849201,0.08702013000240745,0.3651271319839256,0.10410377969962406,0.024241189651660215
0.0026481971888368304,0.01676882905238986,0.11105761217800329,0.026269004981573734,0.04630641308172374,0.02764866016037334,0.0,0.14098409229800551,0.05055649178688494,0.02183373766180855,0.09864071556880682,0.3439785921961518,0.07153836182151521,0.04176929202392637
0.009398322191151689,0.031852441711883554,0.1560769643882294,0.029389433137650696,0.0615844737865516,0.048186077519954074,8.333487657178837e-05,0.20034630270930942,0.026769014241004464,0.021592992462823386,0.10058519602214856,0.26172706901979664,0.04961202985240468,0.0027963480805200096
0.0029537584029333875,0.019009611289097946,0.12666901238911832,0.033435804366747535,0.03824144891572066,0.03387099761106687,3.703772292079483e-05,0.1935035833996926,0.02816718828126447,0.032565417878108856,0.09432582084853423,0.3280338524787496,0.06081594103594511,0.00837052538009963
0.013694698049963889,0.03829700550010185,0.13939147021241133,0.019852219485546028,0.057482545973073576,0.031982073742106334,0.0007129761662253005,0.2385692327635697,0.02695420285560844,0.02113002092631345,0.09284431193170244,0.22052260227041243,0.09437211800218523,0.0041945221207800145
0.022509676105113056,0.05006574195818441,0.16519750365747513,0.040676679197762924,0.04397303653771366,0.03488953499138873,0.00017592918387377543,0.24913424322672642,0.03647289764625271,0.018629974629159798,0.10723346728643122,0.19817033648771273,0.031472805051945406,0.0013981740402600048
0.0042685975666216045,0.02900979647771255,0.14379895923998592,0.024222670790199817,0.07054760273338395,0.0437045130465379,0.0,0.1647160132595048,0.034417304024148596,0.01668549417581807,0.09017759588140521,0.2935887701624104,0.07040871127243097,0.014453971369840182
0.028991277616252153,0.056908461267801254,0.13546547158280708,0.01877812552084298,0.080195929554251,0.032574677308839055,0.00029630178336635866,0.19317024389340542,0.026037519213318764,0.015796588825718993,0.08925165280838535,0.27821811515028055,0.039565547510139076,0.004750087964591937
0.010389081279282949,0.03486175669919813,0.11768736458082557,0.032111705772329115,0.04591751699105539,0.03254689901664846,0.00036111779847774957,0.1661882627456064,0.03126909757588103,0.035009907590881316,0.11709476101409286,0.30551491694290633,0.06964943795255468,0.0013981740402600048
0.022398562936350674,0.03731550584270079,0.09901109279801477,0.02521342987833108,0.042778569973518026,0.023750439822959685,0.0022037445137872923,0.2121891146132336,0.044111927998666645,0.02275968073482842,0.09270542047074946,0.2356247337913665,0.13993777662549306,0.0
0.010815015092872091,0.03476916239189615,0.11872442082260783,0.033685808996462896,0.03425989370173522,0.029815366951239836,0.0,0.19390173892109114,0.030120928165336396,0.03073205059352951,0.12543750810200188,0.2995148058297376,0.038722939313690995,0.019500361117798477
0.008639048871275394,0.025481953369506843,0.1246689753513954,0.024102298190707236,0.06864941943369322,0.03893590622048557,0.0,0.1546324931943184,0.0315376210670568,0.02656530676494009,0.09502027815329914,0.2972369858701087,0.10174262486342339,0.002787088649789811
0.013240985944184151,0.036778458860349264,0.09856664012296525,0.014213226170855017,0.041565584547861995,0.024222670790199817,0.0004629715365099354,0.17355876960684458,0.04809348321265208,0.023102279671845773,0.1124650456489935,0.2812829867219763,0.11013166910498343,0.022315228059778886
0.02520417044760088,0.04773236541417434,0.1389470175373618,0.019935554362117816,0.06274190262782645,0.02485231207985333,0.00020370747606437156,0.17671623548584234,0.044602677827367175,0.021231874664345635,0.080195929554251,0.29030167225318987,0.05338987759032575,0.013944702679679254
0.015481768180892239,0.03394507305690846,0.1639382210781681,0.0472786533083946,0.07107539028500527,0.04317672549491657,0.0004722309672401341,0.14451193540621124,0.023167095686957167,0.01884294153595437,0.07322357821441138,0.32314487305320466,0.03615807700142595,0.00558343673030982
0.02513935443248949,0.04563047463841923,0.10627974592122076,0.012583566362340043,0.03912109483508954,0.01833367284579344,0.0,0.1813366914202115,0.03986184929350543,0.02493564695642512,0.0802607455693624,0.2919128132002444,0.09134428415341025,0.043260060371488364
0.002120409637215504,0.013287283097835145,0.07536250671308728,0.01803737106242708,0.04087112724309709,0.02140780384821941,0.0,0.0974740272968018,0.035658067741995224,0.018148484231189466,0.0788625715291024,0.37291431322802276,0.14736384007111242,0.07849219429989444
0.015342876719939258,0.05562140039630364,0.14506750125002316,0.03050982425600474,0.0608807570510565,0.03050056482527454,0.00029630178336635866,0.18283671919850367,0.029843145243430434,0.013787292357265874,0.09159428878312562,0.2893386914572492,0.047399025907887186,0.006981610770569825
0.019296653641734107,0.05606585307135317,0.23717105872330968,0.025880108890905387,0.06564010444637863,0.04398229596844386,0.0008703864886386785,0.1856238078482935,0.05239911850219448,0.010157595511027982,0.13639141465582696,0.1476045852700976,0.01891701698179596,0.0
0.016092890609085354,0.027815329913516918,0.08727939406285301,0.024176373636548825,0.05416766977166244,0.02271338358117743,0.00015741032241337803,0.15882701531509844,0.028102372266153076,0.023518954054704718,0.10587233096909202,0.2472453193577659,0.18542935980295933,0.018602196336969204
0.002574121742995241,0.01921331876516232,0.08767754958425156,0.023750439822959685,0.04384340450749088,0.02707457545510102,9.259430730198707e-05,0.0945387877553288,0.031852441711883554,0.01884294153595437,0.07475138428489417,0.4470453156539936,0.06597344395266579,0.06276968092001704
0.01768551269467953,0.03238948869423508,0.13546547158280708,0.0336395118428119,0.04784347858293672,0.0422693012833571,0.003101909294616567,0.1756143632289487,0.034426563454878795,0.034333969147576804,0.09357580695938814,0.24878238485897888,0.08972388377562547,0.011148354599159244
0.003574140261856701,0.01282431156132521,0.08225152317635512,0.01712068742013741,0.052343561917813294,0.017241060019629995,9.259430730198707e-05,0.1799107390877609,0.050871312431711696,0.0243430433896924,0.08727013463212281,0.35787699772218007,0.07527917183651549,0.03900072223559695
0.010481675586584936,0.03987110872423563,0.11291875775477324,0.020787421989296097,0.05043611918739236,0.016491046130483897,6.481601511139095e-05,0.18529046834200633,0.04339895183244134,0.029315357691809107,0.10179818144780459,0.2557825144910091,0.11663178947758292,0.016731791329469066
0.010231670956869571,0.03803774143965629,0.11627067167910517,0.025630104261190022,0.05630659827033834,0.03232467267912369,0.0,0.1970314265078983,0.02564862312265042,0.03037093279505176,0.08918683679327395,0.2777458841830404,0.0903257467730884,0.01088909053871368
0.001972258745532325,0.016435489546102706,0.10623344876756977,0.03158391822070779,0.03133391359099243,0.03842663753032464,0.0,0.11199281468175337,0.02621344839719254,0.0286671975406952,0.10556676975499546,0.37517361432619123,0.10131669104983426,0.025083797848108297
0.016361414100261117,0.053102835237689584,0.11614103964888238,0.015852145410100188,0.058575158799237026,0.017398470342043372,0.0002870423526361599,0.1905961221504102,0.022981907072353192,0.018287375692142446,0.07498287005314913,0.3566547528657938,0.03451915776218078,0.024259708513120613
0.0028056075112502083,0.01963925257875146,0.07567732735791403,0.018602196336969204,0.05102872275412507,0.022102261152984314,0.0,0.06620492972092076,0.019444804533417286,0.01898183299690735,0.0809274245819367,0.4639900738902572,0.06720494823978222,0.09339061834478417
