,running_intra,running_inter,trotting_intra,trotting_inter,walking_intra,walking_inter,right_turning_intra,right_turning_inter,left_turning_intra,left_turning_inter,stepping_intra,stepping_inter,jumping_intra,jumping_inter,climbing_intra,climbing_inter,rearing_intra,rearing_inter,hunching_intra,hunching_inter,rising_intra,rising_inter,sniffing_intra,sniffing_inter,grooming_intra,grooming_inter,pausing_intra,pausing_inter
0,0.9867578541599802,-0.3819683318382292,0.9788200367387654,0.22156927882171268,0.9474218934583213,-0.37723593043235004,0.8807021643116646,0.03873363077528112,0.8928433185734075,-0.7297998664630453,0.9640960885842085,-0.03510337788879083,0.5952939256139106,-0.19792458077323274,0.9948632467709723,-0.5515866840355129,0.955799544663335,0.08516387451418327,0.9933223226342437,0.28789161433002036,0.6819286850574564,0.17410504838722407,0.03578728810627722,-0.09934452551993603,0.931639713227934,-0.1937797592525335,0.061586851519119266,-0.022332145113583775
1,0.9961676995649497,-0.1186859948697926,0.9875738779689915,-0.3386111028475035,0.9493914099937883,0.4527650398528342,0.9503762435044055,-0.1315285846493325,0.9360122306263896,-0.14807486460805758,0.9301755256179134,-0.14010990017622416,0.113089955581194,0.03251081562939782,0.9851252085196391,-0.16931228982771585,0.8945877774355465,0.09891980370686221,0.9692448866365416,-0.15499368672070635,0.22994746366330157,0.13271686789429563,0.1654906813575295,-0.35330428374576145,0.9813951669334837,-0.12119051894353408,0.0036079262921359014,0.02022141002175053
2,0.9897422634453066,0.5216934827548964,0.9861116010007559,-0.3041377256808864,0.7961493590734241,-0.06519139895862805,0.7809622936887024,0.012799272788153418,0.9239631615867999,-0.7486651856840827,0.9173605548100047,-0.7088286265060704,0.3146290714581962,0.046400449667164764,0.9926331391010258,-0.26076518119421754,0.9236460015962321,0.9030334020266274,0.9829919319991939,0.03508919164201605,0.1954770598845154,-0.059083439007206716,0.05043561927996475,-0.07159946698651617,0.9008090523655419,-0.4303341045348902,0.6073977033860186,0.10007592647608327
3,,,0.9546102693956859,-0.18481577268263982,0.8354314862348954,-0.4720087199377886,0.8660045926040209,-0.10788899715004473,0.9246189179906366,0.1325249926765945,0.959603581011889,-0.09031802535967394,0.5791405323115325,0.3446847714426998,0.9877872821330288,-0.2862736012047491,0.8781457513614888,-0.2832191232590091,0.986079677363505,0.28292821514050565,0.003125467976152283,0.10079314189258959,0.00887312686590326,-0.0017064162160698082,0.9698108416739052,0.5818346496414918,0.33237193981107005,-0.12349595450070978
4,0.9864560912330108,-0.19834790620324194,0.9618258926043153,0.0743823047981621,0.9666001105112275,0.1013935118230571,0.6064337181633127,-0.06438443008637716,0.8925994048405085,0.09125895681226692,0.8619379303642869,-0.24370631415884383,0.7760586767300185,0.29060074884412623,0.9876746719154684,-0.5542805405408836,0.9824188943615837,-0.05525107791330305,0.9891097870040463,0.5984828660852886,0.4480086780615682,-0.20624873468853164,-0.10590554108850293,-0.039179882236955656,0.8982348470377454,0.017003720480056012,0.964169878150279,0.32887007293797355
5,0.9596072793365937,0.5865365219144237,0.9774391563943725,-0.8170728652332778,0.948702784419214,-0.1979763426887129,0.882034560923371,-0.14732575904881837,0.8961632581769262,0.04537631360103215,0.9453310485756417,0.25870472542030154,0.572196752772406,0.16052368772904446,0.9935008453466793,0.16751140212614835,0.9391067406779405,0.17174472506041322,0.9864997148930595,-0.5110756801268339,0.3744431245899499,-0.014438678890106735,-0.08339899305255495,-0.021140710316364365,0.9360025186076265,0.2170927690218501,0.6210554180910294,-0.1703571388871897
6,0.9890624977272973,-0.39952488569781663,0.9880082600141377,-0.05623640005529563,0.932716967946656,-0.3957293951055823,0.9296926935205047,-0.43353514943918653,0.9434728953363751,-0.1561585240711797,0.9434843599855587,0.31934091104810486,0.7521080907537572,0.2783809314614148,0.9849126298693808,0.5934781978918954,0.9046551968808408,-0.1423350092523657,0.9820391798058067,0.2625972554950411,0.38879356083526184,0.5316543988308715,-0.008096588650217474,-0.20958932073977032,0.8699365968953576,0.07977594635076227,0.10207930612840604,-0.04818177250731828
7,0.9803224417799343,0.12334995582505001,0.9723880407823038,-0.3991096123074276,0.9666249554410016,-0.1914198214564588,0.9545633053779866,-0.026233768671318106,0.9201213717777247,-0.6412246153405315,0.8509103564908496,0.02061523854787709,0.47138590493498556,0.2193340956956698,0.9828104577242222,0.41665907607523217,0.9518956126504573,-0.0037155495196866273,0.9807237552724958,0.12184919420372271,0.1879983104190452,-0.04481197872061975,0.03592517878455543,-0.12165469843467745,0.9758916434402749,0.0885200016328802,-0.032598612404688726,-0.06607477502716269
8,0.9965864208340617,-0.4749664235495055,0.9530809714362024,-0.15452033438588458,0.9121163224945961,-0.24231432505878772,0.8906231941332032,-0.5431947715842046,0.9550572750718616,-0.38973980888373,0.8979458578706841,-0.18839163795559302,0.30939369911531306,0.029948602716790514,0.9883152763818113,0.1991864946462363,0.9829705808440893,0.09867537871666482,0.9919074679079798,-0.35723566108285404,0.15573403703333513,0.1383749935304739,0.13778024129323274,0.09202864421717802,0.9830207718868337,-0.16465238680220107,0.13231045030369917,-0.06157814900263828
9,0.9936802453194893,0.17058697546689722,0.9632553440081628,-0.37536943932771905,0.8664360439301467,-0.5470713379600146,0.9424914753670902,-0.05080895947738332,0.8659305236511713,-0.20395176210845123,0.9071853051522375,-0.19286134372397712,0.8186173294575017,-0.4847311343019319,0.9964783104806634,-0.30746095619665825,0.9723334579642107,0.5203840516229669,0.9829112124148718,0.029017307814582834,0.23211009755888554,0.07992131486609333,0.16927379711996196,-0.05185101158254237,0.9531690204452148,-0.39740998654765197,0.9768305746873167,-0.11307351696373119
10,0.9931790880977658,-0.6143119742728405,0.9522683331306588,0.37637863863574883,0.8604293666836749,-0.358322513395487,0.6222294487365894,0.1087670509308963,0.9286021510177639,-0.4640152277923537,0.940921375849844,-0.3671535679318962,0.11317069171026935,-0.12306077937938482,0.99435330593192,0.4315743187856028,0.9579047586988169,-0.08498674899188804,0.9879446399358026,0.1511556045973589,0.8689919733024632,-0.030669809458765136,0.021775278647909097,0.12674161661504077,0.9706738237515152,-0.2430679745280413,0.17588871759414876,0.26946719502665345
